gene,time,expression
YCL025C,200,0.66
YCL027W,200,0.19
YCL028W,200,-0.19
YCL029C,200,-0.02
YCL030C,200,0.12
YCL031C,200,-0.17
YCL032W,200,-0.01
YCL033C,200,-0.19
YCL034W,200,0.05
YCL035C,200,-0.35
YCL036W,200,0.13
YCL037C,200,-0.16
YCL038C,200,0.31
YCL039W,200,0.15
YCL040W,200,-0.01
YCL041C,200,0.17
YCL042W,200,-0.99
YCL043C,200,0.41
YCL044C,200,0.29
YCL045C,200,0.78
YCL046W,200,0.37
YCL047C,200,-0.21
YCL048W,200,0.74
YCL049C,200,-0.44
YCL050C,200,-0.17
YCL051W,200,-0.17
YCL052C,200,-0.32
YCL053C,200,-0.53
YCL054W,200,-0.23
YCL055W,200,-1.42
YCL056C,200,-0.14
YCL057W,200,-0.33
YCL058C,200,-0.24
YCL059C,200,-1.22
YCL060C,200,-0.41
YCL061C,200,0.09
YCL062W,200,-1.29
YCL063W,200,0.19
YCL064C,200,-1.3
YCL065W,200,0.23
YCL066W,200,0.04
YCL067C,200,-0.78
YCL068C,200,0.18
YCL069W,200,0.35
YCL075W,200,1.02
YCLX01W,200,-0.19
YCLX02C,200,-0.45
YCLX03C,200,0.54
YCLX04W,200,0.36
YCLX05C,200,0.01
YCLX06C,200,2.03
YCLX07W,200,0.21
YCLX08C,200,0.29
YCLX09W,200,0.71
YCLX10C,200,-0.39
YCLX11W,200,0.49
YCLX12W,200,0.1
YCR001W,200,0.03
YCR002C,200,0.44
YCR003W,200,-0.01
YCR004C,200,-0.03
YCR005C,200,0.13
YCR006C,200,0.31
YCR008W,200,0.19
YCR009C,200,0.85
YCR010C,200,0.28
YCR011C,200,0.22
YCR012W,200,0.91
YCR013C,200,1.07
YCR014C,200,0.34
YCR015C,200,0.58
YCR016W,200,-0.73
YCR017C,200,-0.12
YCR018C,200,0.02
YCR019W,200,0.29
YCR020C,200,-0.3
YCR020C-A,200,0.1
YCR021C,200,0.44
YCR022C,200,0.03
YCR023C,200,-0.01
YCR024C,200,0.01
YCR024C-A,200,1.02
YCR025C,200,0.22
YCR026C,200,0.08
YCR027C,200,-0.21
YCR028C,200,0.74
YCR029C,200,0.04
YCR029C-A,200,0.31
YCR030C,200,-0.29
YCR031C,200,0.48
YCR032W,200,0.13
YCR033W,200,0.61
YCR034W,200,0.64
YCR035C,200,-0.37
YCR036W,200,-0.09
YCR037C,200,0.48
YCR038C,200,-0.05
YCR039C,200,-0.87
YCR040W,200,0.15
YCR041W,200,-0.12
YCR042C,200,-0.01
YCR043C,200,0.53
YCR044C,200,-0.94
YCR045C,200,0.51
YCR046C,200,-0.58
YCR047C,200,-0.09
YCR048W,200,-0.51
YCR049C,200,0.28
YCR050C,200,-0.12
YCR051W,200,-0.27
YCR052W,200,-1.08
YCR053W,200,0.21
YCR054C,200,-0.61
YCR055C,200,0.47
YCR056W,200,-0.42
YCR057C,200,0.15
YCR059C,200,-0.25
YCR060W,200,-0.2
YCR061W,200,-0.34
YCR062W,200,0.44
YCR063W,200,-0.73
YCR064C,200,0.04
YCR065W,200,-0.63
YCR066W,200,-0.01
YCR067C,200,0.28
YCR068W,200,0.31
YCR069W,200,0.1
YCR070W,200,-0.79
YCR071C,200,-0.31
YCR072C,200,-0.21
YCR073C,200,0.63
YCR074C,200,-0.26
YCR075C,200,0.38
YCR077C,200,-0.83
YCR079W,200,0.37
YCR080W,200,-0.3
YCR081W,200,0.2
YCR082W,200,-0.53
YCR083W,200,0.22
YCR084C,200,-0.13
YCR085W,200,0.54
YCR087W,200,-0.3
YCR088W,200,-0.46
YCR089W,200,0.14
YCR090C,200,-0.68
YCR091W,200,-0.09
YCR092C,200,0.0
YCR093W,200,0.24
YCR094W,200,-0.41
YCR095C,200,-0.05
YCR096C,200,-0.85
YCR098C,200,1.22
YCR101C,200,-0.08
YCR103C,200,0.14
YCR105W,200,0.24
YCR106W,200,0.27
YCR107W,200,0.0
YCRX12W,200,0.13
YCRX20C,200,0.12
YDL001W,200,-0.6
YDL003W,200,-0.98
YDL006W,200,0.15
YDL014W,200,0.1
YDL015C,200,0.06
YDL016C,200,0.21
YDL017W,200,-0.27
YDL018C,200,-0.74
YDL020C,200,-0.34
YDL022W,200,-0.55
YDL023C,200,-0.42
YDL024C,200,0.69
YDL025C,200,-0.13
YDL026W,200,0.34
YDL027C,200,-0.67
YDL028C,200,-0.02
YDL029W,200,-0.52
YDL030W,200,0.03
YDL031W,200,-0.86
YDL032W,200,0.18
YDL033C,200,-0.26
YDL034W,200,0.42
YDL035C,200,0.28
YDL036C,200,-0.01
YDL037C,200,1.04
YDL038C,200,0.67
YDL039C,200,0.95
YDL040C,200,-0.21
YDL041W,200,-0.72
YDL042C,200,-0.28
YDL043C,200,-0.54
YDL044C,200,-0.25
YDL045C,200,-0.51
YDL046W,200,0.45
YDL047W,200,-0.91
YDL048C,200,0.78
YDL049C,200,0.18
YDL050C,200,-0.54
YDL051W,200,-0.99
YDL052C,200,-0.42
YDL053C,200,-0.64
YDL054C,200,-0.02
YDL055C,200,-0.18
YDL056W,200,0.66
YDL057W,200,-0.6
YDL058W,200,0.24
YDL059C,200,-0.4
YDL060W,200,-0.8
YDL061C,200,-0.23
YDL062W,200,0.64
YDL063C,200,-0.39
YDL064W,200,-0.11
YDL065C,200,-0.26
YDL066W,200,-0.06
YDL067C,200,0.05
YDL069C,200,0.29
YDL070W,200,-0.17
YDL071C,200,0.33
YDL072C,200,0.46
YDL073W,200,0.32
YDL074C,200,0.06
YDL076C,200,0.11
YDL077C,200,0.53
YDL078C,200,-0.03
YDL079C,200,0.03
YDL080C,200,0.21
YDL081C,200,-0.18
YDL082W,200,-0.25
YDL083C,200,-0.47
YDL084W,200,-0.06
YDL085W,200,0.26
YDL086W,200,0.27
YDL087C,200,-0.26
YDL088C,200,0.04
YDL089W,200,-0.1
YDL090C,200,-0.27
YDL091C,200,0.12
YDL092W,200,-0.01
YDL093W,200,0.37
YDL095W,200,0.11
YDL096C,200,0.37
YDL097C,200,-0.2
YDL100C,200,-0.06
YDL101C,200,-0.6
YDL102W,200,-0.14
YDL103C,200,-0.61
YDL105W,200,0.51
YDL106C,200,-0.08
YDL107W,200,0.29
YDL108W,200,0.28
YDL109C,200,0.12
YDL110C,200,-0.08
YDL111C,200,0.33
YDL112W,200,-0.02
YDL113C,200,0.19
YDL115C,200,0.59
YDL116W,200,0.19
YDL117W,200,-0.17
YDL118W,200,-0.06
YDL119C,200,0.2
YDL120W,200,-0.02
YDL121C,200,0.64
YDL124W,200,-0.78
YDL126C,200,-0.07
YDL127W,200,-1.58
YDL128W,200,0.05
YDL131W,200,-1.17
YDL132W,200,0.07
YDL133W,200,-0.77
YDL134C-A,200,-0.19
YDL135C,200,-1.1
YDL138W,200,0.1
YDL140C,200,-0.03
YDL142C,200,0.26
YDL144C,200,0.25
YDL145C,200,0.58
YDL146W,200,0.27
YDL150W,200,-0.29
YDL157C,200,-0.83
YDL171C,200,-0.24
YDL174C,200,0.2
YDL177C,200,-0.01
YDL180W,200,0.61
YDL183C,200,0.17
YDL184C,200,0.05
YDL193W,200,-0.38
YDL207W,200,-0.51
YDL211C,200,-0.38
YDL213C,200,-1.3
YDL214C,200,0.15
YDL215C,200,0.32
YDL216C,200,0.01
YDL220C,200,0.08
YDL221W,200,0.04
YDL224C,200,0.47
YDL225W,200,-1.34
YDL226C,200,-0.45
YDL228C,200,-0.16
YDL229W,200,0.1
YDL231C,200,0.54
YDL232W,200,-0.05
YDL233W,200,0.59
YDL234C,200,-0.02
YDL235C,200,0.05
YDL236W,200,-0.18
YDL237W,200,0.15
YDL238C,200,-0.05
YDL240W,200,-0.07
YDL241W,200,-0.32
YDL242W,200,0.56
YDL243C,200,0.47
YDL244W,200,0.52
YDL245C,200,0.4
YDL246C,200,0.02
YDL247W,200,0.34
YDL248W,200,0.64
YDR001C,200,-0.44
YDR002W,200,-0.33
YDR003W,200,-0.59
YDR005C,200,0.3
YDR006C,200,0.09
YDR007W,200,0.3
YDR008C,200,0.0
YDR009W,200,0.28
YDR012W,200,0.35
YDR013W,200,-0.62
YDR014W,200,0.32
YDR016C,200,0.18
YDR018C,200,0.06
YDR019C,200,0.07
YDR020C,200,0.44
YDR021W,200,-0.49
YDR023W,200,-0.83
YDR024W,200,0.3
YDR025W,200,0.26
YDR026C,200,0.58
YDR027C,200,0.37
YDR029W,200,0.36
YDR030C,200,-0.01
YDR031W,200,0.4
YDR032C,200,0.18
YDR033W,200,0.93
YDR035W,200,0.42
YDR036C,200,-0.05
YDR037W,200,0.59
YDR038C,200,0.41
YDR039C,200,1.28
YDR040C,200,0.19
YDR041W,200,-0.3
YDR043C,200,-0.22
YDR044W,200,0.3
YDR045C,200,-0.38
YDR046C,200,0.54
YDR047W,200,-0.58
YDR048C,200,0.25
YDR049W,200,0.44
YDR050C,200,0.19
YDR051C,200,-0.17
YDR052C,200,0.26
YDR053W,200,-0.37
YDR054C,200,-0.33
YDR055W,200,-0.6
YDR056C,200,-0.38
YDR057W,200,0.23
YDR058C,200,0.2
YDR059C,200,0.47
YDR060W,200,0.05
YDR061W,200,-0.08
YDR062W,200,0.17
YDR063W,200,0.08
YDR064W,200,-0.68
YDR065W,200,-0.09
YDR067C,200,-0.58
YDR069C,200,-0.01
YDR071C,200,-1.17
YDR072C,200,0.38
YDR073W,200,-0.29
YDR074W,200,1.36
YDR075W,200,-0.37
YDR076W,200,0.25
YDR077W,200,-0.04
YDR079W,200,-0.61
YDR080W,200,0.57
YDR081C,200,0.03
YDR083W,200,0.17
YDR084C,200,-0.12
YDR085C,200,-0.38
YDR086C,200,-0.21
YDR087C,200,-0.47
YDR088C,200,-0.14
YDR089W,200,0.24
YDR090C,200,0.54
YDR091C,200,-0.06
YDR092W,200,0.16
YDR093W,200,0.49
YDR094W,200,0.27
YDR095C,200,0.66
YDR096W,200,0.25
YDR097C,200,-0.87
YDR098C,200,-0.42
YDR099W,200,-0.47
YDR100W,200,-0.06
YDR101C,200,-0.58
YDR103W,200,0.01
YDR104C,200,0.23
YDR105C,200,0.34
YDR107C,200,0.43
YDR108W,200,0.06
YDR109C,200,0.08
YDR111C,200,-0.09
YDR112W,200,-0.18
YDR113C,200,-0.12
YDR114C,200,0.63
YDR115W,200,-0.79
YDR116C,200,-0.08
YDR117C,200,-0.75
YDR118W,200,0.09
YDR119W,200,0.2
YDR120C,200,0.12
YDR121W,200,-0.77
YDR122W,200,0.03
YDR124W,200,0.67
YDR125C,200,0.02
YDR126W,200,0.4
YDR127W,200,-0.03
YDR128W,200,0.26
YDR130C,200,0.55
YDR131C,200,0.46
YDR133C,200,0.32
YDR134C,200,1.12
YDR135C,200,0.51
YDR137W,200,0.02
YDR138W,200,0.36
YDR139C,200,-0.51
YDR140W,200,0.09
YDR141C,200,0.45
YDR142C,200,0.43
YDR143C,200,0.02
YDR144C,200,0.17
YDR145W,200,-0.43
YDR146C,200,0.66
YDR147W,200,-0.07
YDR148C,200,0.06
YDR150W,200,-0.1
YDR151C,200,0.26
YDR152W,200,0.28
YDR153C,200,-0.07
YDR154C,200,0.18
YDR155C,200,0.6
YDR156W,200,0.09
YDR157W,200,0.58
YDR158W,200,0.43
YDR159W,200,0.33
YDR160W,200,0.36
YDR161W,200,0.6
YDR162C,200,-0.54
YDR163W,200,-0.61
YDR164C,200,-0.49
YDR165W,200,-0.2
YDR166C,200,0.16
YDR167W,200,-0.38
YDR168W,200,-0.16
YDR169C,200,-0.65
YDR170C,200,-0.42
YDR171W,200,-0.7
YDR172W,200,-0.28
YDR173C,200,0.09
YDR174W,200,-0.25
YDR175C,200,-1.02
YDR176W,200,-0.83
YDR177W,200,-1.14
YDR178W,200,-0.18
YDR179W-A,200,-0.05
YDR180W,200,0.05
YDR181C,200,-0.29
YDR182W,200,-0.08
YDR184C,200,-0.07
YDR185C,200,0.09
YDR186C,200,0.11
YDR187C,200,-0.57
YDR188W,200,0.04
YDR189W,200,-0.72
YDR190C,200,-0.35
YDR191W,200,-0.62
YDR192C,200,-0.1
YDR193W,200,-0.37
YDR194C,200,-0.21
YDR195W,200,-0.1
YDR196C,200,-0.14
YDR197W,200,-0.68
YDR198C,200,-0.23
YDR199W,200,0.0
YDR200C,200,-0.2
YDR201W,200,-0.35
YDR202C,200,-0.15
YDR203W,200,-0.39
YDR205W,200,0.55
YDR206W,200,0.01
YDR207C,200,0.25
YDR208W,200,0.04
YDR209C,200,-0.38
YDR210W,200,-0.16
YDR211W,200,-0.7
YDR212W,200,0.13
YDR213W,200,-0.27
YDR214W,200,0.26
YDR215C,200,0.16
YDR216W,200,0.42
YDR217C,200,-0.57
YDR219C,200,0.11
YDR221W,200,-0.09
YDR222W,200,0.17
YDR223W,200,0.32
YDR224C,200,0.16
YDR225W,200,0.52
YDR226W,200,-0.39
YDR227W,200,0.03
YDR228C,200,-0.14
YDR229W,200,0.05
YDR230W,200,-0.27
YDR231C,200,-0.53
YDR232W,200,0.43
YDR233C,200,-0.23
YDR234W,200,0.04
YDR235W,200,0.11
YDR237W,200,-0.02
YDR238C,200,-0.12
YDR240C,200,-0.11
YDR242W,200,-0.03
YDR244W,200,-0.05
YDR245W,200,0.15
YDR247W,200,0.13
YDR249C,200,-0.63
YDR251W,200,-0.7
YDR252W,200,0.38
YDR253C,200,-0.23
YDR254W,200,0.15
YDR255C,200,-0.69
YDR256C,200,0.52
YDR257C,200,-0.9
YDR258C,200,-0.24
YDR260C,200,-0.23
YDR261C,200,-0.37
YDR262W,200,-0.36
YDR263C,200,0.24
YDR264C,200,-0.29
YDR265W,200,-0.06
YDR266C,200,-0.42
YDR267C,200,0.03
YDR268W,200,-0.16
YDR269C,200,0.05
YDR270W,200,0.09
YDR271C,200,-0.01
YDR272W,200,-0.33
YDR273W,200,1.05
YDR274C,200,0.4
YDR275W,200,-0.06
YDR276C,200,0.5
YDR277C,200,-0.63
YDR279W,200,-0.16
YDR280W,200,-0.27
YDR281C,200,0.59
YDR282C,200,0.6
YDR284C,200,-0.03
YDR286C,200,-0.02
YDR288W,200,-0.17
YDR292C,200,-0.22
YDR293C,200,0.13
YDR294C,200,-0.2
YDR295C,200,0.12
YDR296W,200,0.04
YDR297W,200,-0.06
YDR298C,200,0.14
YDR299W,200,-0.88
YDR301W,200,0.24
YDR302W,200,0.33
YDR303C,200,0.13
YDR304C,200,-0.21
YDR305C,200,-0.19
YDR306C,200,-0.23
YDR307W,200,0.16
YDR308C,200,-0.27
YDR311W,200,0.0
YDR312W,200,-0.75
YDR316W,200,-0.43
YDR318W,200,-0.14
YDR319C,200,0.24
YDR320C,200,0.09
YDR321W,200,0.12
YDR324C,200,-0.44
YDR326C,200,-0.2
YDR328C,200,-0.83
YDR329C,200,-0.25
YDR330W,200,-0.09
YDR332W,200,-0.6
YDR334W,200,-0.1
YDR342C,200,0.3
YDR343C,200,0.47
YDR345C,200,0.81
YDR346C,200,-0.25
YDR347W,200,0.13
YDR348C,200,-0.34
YDR349C,200,-0.07
YDR350C,200,-0.75
YDR351W,200,0.1
YDR352W,200,-0.54
YDR353W,200,-0.3
YDR354W,200,0.23
YDR355C,200,-0.45
YDR356W,200,0.21
YDR357C,200,-0.66
YDR358W,200,-0.09
YDR359C,200,-0.26
YDR360W,200,0.2
YDR361C,200,-0.99
YDR362C,200,-0.05
YDR363W,200,-0.46
YDR364C,200,0.06
YDR365C,200,-0.98
YDR366C,200,-0.29
YDR367W,200,-0.05
YDR368W,200,-0.19
YDR369C,200,0.15
YDR370C,200,-0.29
YDR371W,200,-0.62
YDR372C,200,0.04
YDR373W,200,-0.5
YDR375C,200,-0.46
YDR376W,200,-0.27
YDR377W,200,-0.58
YDR378C,200,0.02
YDR379W,200,-0.16
YDR380W,200,0.53
YDR381W,200,-0.65
YDR382W,200,0.48
YDR383C,200,-0.51
YDR384C,200,0.23
YDR385W,200,-0.37
YDR386W,200,0.35
YDR387C,200,-0.45
YDR388W,200,-0.13
YDR389W,200,-0.44
YDR390C,200,0.15
YDR391C,200,-0.22
YDR392W,200,-0.09
YDR393W,200,0.0
YDR394W,200,-0.16
YDR395W,200,-0.24
YDR396W,200,-0.45
YDR397C,200,-0.39
YDR399W,200,-0.42
YDR400W,200,0.39
YDR401W,200,0.51
YDR403W,200,0.03
YDR405W,200,0.18
YDR407C,200,0.29
YDR408C,200,0.29
YDR409W,200,2.72
YDR410C,200,0.58
YDR411C,200,0.07
YDR412W,200,-0.17
YDR413C,200,-0.77
YDR414C,200,0.32
YDR415C,200,-0.12
YDR416W,200,-0.1
YDR417C,200,-0.25
YDR418W,200,-0.07
YDR419W,200,0.12
YDR420W,200,-0.01
YDR421W,200,-0.01
YDR422C,200,0.24
YDR423C,200,-0.48
YDR424C,200,-0.06
YDR425W,200,-0.67
YDR426C,200,-0.22
YDR427W,200,-0.95
YDR428C,200,0.24
YDR429C,200,-1.96
YDR430C,200,0.13
YDR431W,200,-0.72
YDR432W,200,-0.07
YDR433W,200,-1.07
YDR434W,200,0.14
YDR435C,200,-0.72
YDR436W,200,-0.23
YDR438W,200,0.15
YDR439W,200,-0.11
YDR440W,200,-0.64
YDR442W,200,-0.34
YDR443C,200,-0.11
YDR444W,200,-0.36
YDR445C,200,-0.11
YDR446W,200,0.32
YDR447C,200,-0.54
YDR448W,200,-0.26
YDR449C,200,-0.38
YDR450W,200,0.07
YDR451C,200,-0.23
YDR453C,200,0.04
YDR454C,200,0.13
YDR455C,200,0.4
YDR456W,200,0.43
YDR457W,200,-0.1
YDR458C,200,0.4
YDR459C,200,0.04
YDR463W,200,0.24
YDR464W,200,-0.09
YDR465C,200,-0.18
YDR467C,200,0.13
YDR468C,200,-0.43
YDR469W,200,0.32
YDR471W,200,-0.23
YDR472W,200,-0.16
YDR474C,200,0.13
YDR475C,200,0.25
YDR476C,200,0.43
YDR477W,200,-0.13
YDR478W,200,0.51
YDR479C,200,-0.42
YDR480W,200,0.04
YDR481C,200,-0.18
YDR482C,200,-0.22
YDR483W,200,-0.34
YDR484W,200,0.62
YDR485C,200,-0.37
YDR486C,200,-0.59
YDR487C,200,-0.04
YDR488C,200,0.75
YDR489W,200,-0.39
YDR491C,200,0.68
YDR493W,200,-0.63
YDR494W,200,-1.0
YDR496C,200,-0.08
YDR498C,200,-0.14
YDR500C,200,0.03
YDR501W,200,-0.48
YDR502C,200,-0.1
YDR503C,200,-0.55
YDR504C,200,0.46
YDR505C,200,0.34
YDR508C,200,0.42
YDR509W,200,0.05
YDR510W,200,-0.32
YDR511W,200,-0.11
YDR512C,200,-0.76
YDR513W,200,-0.93
YDR518W,200,-0.1
YDR519W,200,0.23
YDR524C,200,0.25
YDR527W,200,-0.3
YDR528W,200,0.51
YDR531W,200,-0.62
YDR533C,200,-0.57
YDR539W,200,0.39
YDR541C,200,0.3
YDR543C,200,0.24
YDR544C,200,0.09
YDR545W,200,-0.08
YEL001C,200,0.13
YEL002C,200,-0.07
YEL003W,200,-0.09
YEL004W,200,-0.25
YEL005C,200,0.03
YEL006W,200,0.34
YEL007W,200,-0.4
YEL009C,200,0.22
YEL011W,200,0.06
YEL014C,200,-0.25
YEL016C,200,0.01
YEL017C-A,200,0.13
YEL017W,200,0.72
YEL019C,200,0.08
YEL021W,200,-0.52
YEL024W,200,0.49
YEL025C,200,0.41
YEL026W,200,0.22
YEL027W,200,1.01
YEL028W,200,0.52
YEL029C,200,-0.43
YEL030W,200,0.6
YEL031W,200,-0.14
YEL032W,200,-0.46
YEL033W,200,-0.19
YEL034W,200,0.48
YEL035C,200,0.7
YEL037C,200,-0.6
YEL039C,200,-0.23
YEL043W,200,-0.26
YEL045C,200,0.24
YEL047C,200,-0.2
YEL048C,200,0.36
YEL049W,200,0.06
YEL050C,200,0.05
YEL051W,200,-0.78
YEL052W,200,0.15
YEL053C,200,-0.19
YEL055C,200,-0.35
YEL056W,200,-0.18
YEL057C,200,0.34
YEL058W,200,-0.29
YEL059C-A,200,-0.41
YEL059W,200,0.54
YEL062W,200,-0.14
YEL064C,200,0.37
YEL065W,200,1.13
YEL066W,200,-0.36
YEL067C,200,-0.2
YEL068C,200,-0.3
YEL069C,200,-0.33
YEL070W,200,0.14
YEL071W,200,-1.09
YEL072W,200,0.36
YEL073C,200,-0.03
YEL074W,200,0.07
YEL075C,200,-0.79
YEL076C,200,-0.44
YEL076C-A,200,-0.7
YEL077C,200,-1.27
YER001W,200,-0.09
YER002W,200,-1.72
YER003C,200,0.58
YER004W,200,0.58
YER005W,200,0.16
YER006W,200,-1.33
YER007C-A,200,-0.05
YER007W,200,-0.41
YER009W,200,-0.46
YER011W,200,-0.22
YER012W,200,-0.8
YER013W,200,0.37
YER014W,200,-0.25
YER015W,200,0.69
YER016W,200,-0.7
YER017C,200,-0.03
YER019C-A,200,-0.34
YER019W,200,-0.94
YER020W,200,-0.55
YER021W,200,-0.85
YER022W,200,-0.49
YER023W,200,-0.39
YER024W,200,0.19
YER025W,200,-0.77
YER026C,200,0.36
YER027C,200,-0.79
YER028C,200,0.32
YER029C,200,-0.21
YER030W,200,-0.63
YER031C,200,-0.27
YER032W,200,-0.13
YER033C,200,0.1
YER034W,200,0.02
YER035W,200,0.33
YER036C,200,-0.37
YER037W,200,-0.17
YER038C,200,-0.61
YER039C,200,0.59
YER040W,200,-0.25
YER041W,200,0.49
YER042W,200,-0.18
YER043C,200,0.19
YER045C,200,-0.01
YER047C,200,0.07
YER049W,200,-0.04
YER050C,200,-0.47
YER051W,200,0.17
YER052C,200,0.45
YER053C,200,-0.16
YER054C,200,0.5
YER055C,200,-0.39
YER056C-A,200,-0.7
YER057C,200,0.15
YER059W,200,-0.12
YER060W,200,0.29
YER060W-A,200,0.23
YER061C,200,-0.19
YER062C,200,-0.15
YER063W,200,-0.01
YER064C,200,-0.04
YER066W,200,0.34
YER072W,200,0.48
YER073W,200,-0.24
YER074W,200,0.02
YER075C,200,-0.01
YER076C,200,-0.28
YER077C,200,-0.26
YER083C,200,0.64
YER086W,200,0.16
YER087C-A,200,0.1
YER087W,200,-0.03
YER088C,200,-0.41
YER089C,200,0.3
YER091C,200,0.02
YER093C,200,-0.16
YER095W,200,-0.2
YER096W,200,-0.53
YER097W,200,0.31
YER098W,200,-0.22
YER099C,200,-0.23
YER100W,200,-0.09
YER101C,200,-0.52
YER102W,200,-0.03
YER103W,200,-0.47
YER104W,200,0.11
YER105C,200,-0.24
YER106W,200,0.58
YER107C,200,-0.79
YER108C,200,0.0
YER109C,200,-0.42
YER110C,200,0.42
YER111C,200,-0.59
YER112W,200,-0.61
YER113C,200,-0.22
YER114C,200,0.36
YER115C,200,-0.05
YER116C,200,-0.08
YER117W,200,-0.08
YER118C,200,-0.43
YER119C,200,0.06
YER119C-A,200,-0.19
YER120W,200,-0.25
YER122C,200,-0.32
YER124C,200,-0.13
YER126C,200,-0.28
YER134C,200,0.18
YER138C,200,-0.22
YER141W,200,0.33
YER142C,200,-0.12
YER143W,200,0.23
YER144C,200,-1.01
YER145C,200,0.83
YER146W,200,-0.39
YER148W,200,-0.54
YER150W,200,0.27
YER152C,200,-0.28
YER154W,200,-0.67
YER156C,200,-0.33
YER158C,200,0.0
YER159C,200,-0.78
YER160C,200,-0.41
YER166W,200,0.15
YER169W,200,0.3
YER170W,200,0.07
YER172C,200,-0.36
YER174C,200,0.23
YER175C,200,0.1
YER178W,200,-0.46
YER180C,200,-0.18
YER181C,200,-0.1
YER183C,200,0.22
YER184C,200,0.1
YER189W,200,-0.41
YER190W,200,-1.39
YFL001W,200,-0.12
YFL002C,200,-0.85
YFL004W,200,-0.55
YFL005W,200,-0.3
YFL006W,200,-0.1
YFL007W,200,-0.24
YFL009W,200,0.08
YFL010C,200,-0.33
YFL011W,200,0.38
YFL013C,200,-0.31
YFL014W,200,-0.61
YFL016C,200,0.75
YFL018C,200,-0.01
YFL019C,200,0.22
YFL020C,200,0.0
YFL021W,200,0.18
YFL022C,200,-0.99
YFL023W,200,-0.41
YFL024C,200,0.12
YFL025C,200,0.2
YFL026W,200,0.42
YFL027C,200,0.13
YFL028C,200,-0.5
YFL029C,200,-0.05
YFL030W,200,0.45
YFL031W,200,-0.06
YFL032W,200,0.01
YFL033C,200,0.11
YFL034C-B,200,-0.41
YFL035C-B,200,0.06
YFL036W,200,-0.52
YFL037W,200,0.06
YFL038C,200,-1.35
YFL039C,200,0.86
YFL041W,200,0.78
YFL042C,200,0.37
YFL044C,200,0.39
YFL045C,200,0.98
YFL046W,200,0.43
YFL047W,200,0.26
YFL048C,200,0.01
YFL049W,200,0.14
YFL050C,200,-0.37
YFL051C,200,0.36
YFL052W,200,0.23
YFL053W,200,0.24
YFL054C,200,-0.07
YFL055W,200,0.51
YFL057C,200,0.45
YFL059W,200,0.07
YFL060C,200,0.07
YFL061W,200,0.75
YFL062W,200,0.61
YFL064C,200,-0.08
YFR002W,200,0.18
YFR003C,200,0.18
YFR004W,200,0.17
YFR008W,200,-0.2
YFR009W,200,0.19
YFR011C,200,-0.24
YFR013W,200,0.1
YFR015C,200,-0.13
YFR017C,200,0.25
YFR018C,200,0.14
YFR020W,200,0.76
YFR024C-A,200,0.29
YFR031C-A,200,-0.12
YFR032C,200,-0.2
YFR034C,200,0.03
YFR036W,200,0.24
YFR037C,200,-0.48
YFR038W,200,0.28
YFR040W,200,0.05
YFR041C,200,-0.41
YFR042W,200,0.37
YFR043C,200,-0.26
YFR044C,200,0.25
YFR045W,200,0.12
YFR046C,200,-0.64
YFR047C,200,0.11
YFR048W,200,-0.07
YFR049W,200,0.21
YFR050C,200,-0.52
YFR051C,200,0.09
YFR052W,200,-0.5
YFR056C,200,0.35
YFR057W,200,-0.38
YGL001C,200,-0.35
YGL003C,200,-0.12
YGL005C,200,-0.15
YGL006W,200,-0.27
YGL008C,200,0.83
YGL009C,200,0.36
YGL010W,200,0.18
YGL011C,200,-0.63
YGL012W,200,0.59
YGL013C,200,0.65
YGL014W,200,0.5
YGL016W,200,0.05
YGL017W,200,-0.53
YGL018C,200,-0.17
YGL019W,200,-0.86
YGL021W,200,0.44
YGL022W,200,-0.13
YGL023C,200,-0.39
YGL025C,200,-0.33
YGL026C,200,0.12
YGL027C,200,-0.52
YGL030W,200,0.14
YGL031C,200,-0.82
YGL032C,200,-0.24
YGL036W,200,-0.56
YGL038C,200,0.25
YGL039W,200,-0.3
YGL040C,200,0.16
YGL042C,200,-0.44
YGL045W,200,-0.37
YGL047W,200,-0.2
YGL048C,200,-0.52
YGL049C,200,-0.27
YGL050W,200,-0.21
YGL051W,200,-0.2
YGL052W,200,-0.4
YGL053W,200,-0.13
YGL054C,200,-0.48
YGL055W,200,0.86
YGL056C,200,-0.02
YGL057C,200,-0.08
YGL058W,200,-0.15
YGL060W,200,-0.18
YGL061C,200,-0.24
YGL062W,200,0.35
YGL063W,200,-0.51
YGL064C,200,-0.48
YGL066W,200,-0.28
YGL067W,200,0.36
YGL068W,200,-1.32
YGL069C,200,-0.27
YGL070C,200,-0.48
YGL071W,200,0.18
YGL072C,200,-0.45
YGL073W,200,0.08
YGL074C,200,-0.12
YGL075C,200,-0.05
YGL076C,200,-0.78
YGL077C,200,0.09
YGL078C,200,-0.43
YGL079W,200,-0.09
YGL080W,200,-0.09
YGL082W,200,-0.43
YGL083W,200,-0.11
YGL084C,200,0.21
YGL085W,200,-0.08
YGL086W,200,0.07
YGL087C,200,-0.16
YGL089C,200,-0.75
YGL090W,200,-0.68
YGL091C,200,-0.54
YGL092W,200,-0.18
YGL093W,200,0.57
YGL095C,200,-0.76
YGL097W,200,-0.18
YGL099W,200,-0.68
YGL100W,200,-0.64
YGL101W,200,0.17
YGL102C,200,-0.94
YGL103W,200,-0.39
YGL104C,200,0.11
YGL105W,200,-0.73
YGL106W,200,-1.38
YGL107C,200,-0.43
